"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Division 3: East North Central","CENS-D3","2009","2009","Aug., 2009","2009/08","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09","15-24 years","15-24",47,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09","25-34 years","25-34",111,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09","35-44 years","35-44",114,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09","45-54 years","45-54",163,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09","55-64 years","55-64",61,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09","65-74 years","65-74",20,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Sep., 2009","2009/09","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10","15-24 years","15-24",44,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10","25-34 years","25-34",111,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10","35-44 years","35-44",113,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10","45-54 years","45-54",159,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10","55-64 years","55-64",78,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10","65-74 years","65-74",13,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Oct., 2009","2009/10","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11","15-24 years","15-24",52,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11","25-34 years","25-34",77,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11","35-44 years","35-44",135,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11","45-54 years","45-54",160,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11","55-64 years","55-64",62,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11","65-74 years","65-74",15,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Nov., 2009","2009/11","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12","15-24 years","15-24",52,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12","25-34 years","25-34",104,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12","35-44 years","35-44",112,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12","45-54 years","45-54",152,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12","55-64 years","55-64",68,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12","65-74 years","65-74",13,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2009","2009","Dec., 2009","2009/12","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01","15-24 years","15-24",52,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01","25-34 years","25-34",102,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01","35-44 years","35-44",144,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01","45-54 years","45-54",172,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01","55-64 years","55-64",70,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01","65-74 years","65-74",10,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jan., 2010","2010/01","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02","15-24 years","15-24",47,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02","25-34 years","25-34",94,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02","35-44 years","35-44",101,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02","45-54 years","45-54",147,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02","55-64 years","55-64",69,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02","65-74 years","65-74",12,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Feb., 2010","2010/02","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03","15-24 years","15-24",49,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03","25-34 years","25-34",104,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03","35-44 years","35-44",122,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03","45-54 years","45-54",182,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03","55-64 years","55-64",81,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03","65-74 years","65-74",12,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Mar., 2010","2010/03","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04","15-24 years","15-24",50,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04","25-34 years","25-34",109,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04","35-44 years","35-44",122,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04","45-54 years","45-54",171,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04","55-64 years","55-64",83,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Apr., 2010","2010/04","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05","15-24 years","15-24",57,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05","25-34 years","25-34",137,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05","35-44 years","35-44",122,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05","45-54 years","45-54",165,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05","55-64 years","55-64",72,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05","65-74 years","65-74",16,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","May, 2010","2010/05","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06","15-24 years","15-24",47,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06","25-34 years","25-34",84,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06","35-44 years","35-44",109,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06","45-54 years","45-54",148,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06","55-64 years","55-64",71,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06","65-74 years","65-74",14,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jun., 2010","2010/06","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07","15-24 years","15-24",53,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07","25-34 years","25-34",105,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07","35-44 years","35-44",147,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07","45-54 years","45-54",158,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07","55-64 years","55-64",85,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07","65-74 years","65-74",20,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Jul., 2010","2010/07","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08","15-24 years","15-24",56,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08","25-34 years","25-34",111,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08","35-44 years","35-44",116,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08","45-54 years","45-54",171,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08","55-64 years","55-64",75,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08","65-74 years","65-74",12,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Aug., 2010","2010/08","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09","15-24 years","15-24",63,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09","25-34 years","25-34",102,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09","35-44 years","35-44",113,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09","45-54 years","45-54",152,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09","55-64 years","55-64",72,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09","65-74 years","65-74",10,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Sep., 2010","2010/09","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10","15-24 years","15-24",64,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10","25-34 years","25-34",144,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10","35-44 years","35-44",127,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10","45-54 years","45-54",175,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10","55-64 years","55-64",85,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10","65-74 years","65-74",17,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Oct., 2010","2010/10","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11","15-24 years","15-24",53,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11","25-34 years","25-34",119,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11","35-44 years","35-44",118,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11","45-54 years","45-54",167,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11","55-64 years","55-64",90,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Nov., 2010","2010/11","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12","15-24 years","15-24",54,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12","25-34 years","25-34",112,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12","35-44 years","35-44",117,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12","45-54 years","45-54",167,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12","55-64 years","55-64",76,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12","65-74 years","65-74",15,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2010","2010","Dec., 2010","2010/12","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Jan., 2006","2006/01","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Jan., 2006","2006/01","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Jan., 2006","2006/01","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Jan., 2006","2006/01","15-24 years","15-24",11,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Jan., 2006","2006/01","25-34 years","25-34",32,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Jan., 2006","2006/01","35-44 years","35-44",38,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Jan., 2006","2006/01","45-54 years","45-54",41,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Jan., 2006","2006/01","55-64 years","55-64",10,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Jan., 2006","2006/01","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Jan., 2006","2006/01","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Jan., 2006","2006/01","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Jan., 2006","2006/01","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Feb., 2006","2006/02","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Feb., 2006","2006/02","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Feb., 2006","2006/02","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Feb., 2006","2006/02","15-24 years","15-24",20,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Feb., 2006","2006/02","25-34 years","25-34",15,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Feb., 2006","2006/02","35-44 years","35-44",35,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Feb., 2006","2006/02","45-54 years","45-54",48,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Feb., 2006","2006/02","55-64 years","55-64",16,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Feb., 2006","2006/02","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 4: West North Central","CENS-D4","2006","2006","Feb., 2006","2006/02","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
