"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code",Deaths,Population,Crude Rate
,"Division 2: Middle Atlantic","CENS-D2","1999","1999","Mar., 1999","1999/03",231,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","1999","1999","Apr., 1999","1999/04",236,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","1999","1999","May, 1999","1999/05",259,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","1999","1999","Jun., 1999","1999/06",260,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","1999","1999","Jul., 1999","1999/07",275,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","1999","1999","Aug., 1999","1999/08",211,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","1999","1999","Sep., 1999","1999/09",220,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","1999","1999","Oct., 1999","1999/10",198,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","1999","1999","Nov., 1999","1999/11",201,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","1999","1999","Dec., 1999","1999/12",230,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Jan., 2000","2000/01",271,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Feb., 2000","2000/02",259,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Mar., 2000","2000/03",275,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Apr., 2000","2000/04",247,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","May, 2000","2000/05",276,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Jun., 2000","2000/06",253,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Jul., 2000","2000/07",204,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08",180,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09",176,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10",188,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11",223,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12",241,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01",248,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02",180,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03",227,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04",269,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05",250,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jun., 2001","2001/06",299,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jul., 2001","2001/07",325,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Aug., 2001","2001/08",287,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Sep., 2001","2001/09",228,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Oct., 2001","2001/10",228,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Nov., 2001","2001/11",214,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Dec., 2001","2001/12",260,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2002","2002","Jan., 2002","2002/01",233,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2002","2002","Feb., 2002","2002/02",212,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2002","2002","Mar., 2002","2002/03",311,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2002","2002","Apr., 2002","2002/04",317,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2002","2002","May, 2002","2002/05",283,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2002","2002","Jun., 2002","2002/06",229,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2002","2002","Jul., 2002","2002/07",211,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2002","2002","Aug., 2002","2002/08",244,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2002","2002","Sep., 2002","2002/09",249,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2002","2002","Oct., 2002","2002/10",233,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2002","2002","Nov., 2002","2002/11",276,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2002","2002","Dec., 2002","2002/12",248,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2003","2003","Jan., 2003","2003/01",330,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2003","2003","Feb., 2003","2003/02",297,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2003","2003","Mar., 2003","2003/03",293,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2003","2003","Apr., 2003","2003/04",259,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2003","2003","May, 2003","2003/05",320,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2003","2003","Jun., 2003","2003/06",269,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2003","2003","Jul., 2003","2003/07",263,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2003","2003","Aug., 2003","2003/08",246,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2003","2003","Sep., 2003","2003/09",267,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2003","2003","Oct., 2003","2003/10",275,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2003","2003","Nov., 2003","2003/11",255,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2003","2003","Dec., 2003","2003/12",263,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2004","2004","Jan., 2004","2004/01",308,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2004","2004","Feb., 2004","2004/02",281,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2004","2004","Mar., 2004","2004/03",244,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2004","2004","Apr., 2004","2004/04",248,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2004","2004","May, 2004","2004/05",274,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2004","2004","Jun., 2004","2004/06",264,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2004","2004","Jul., 2004","2004/07",240,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2004","2004","Aug., 2004","2004/08",296,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2004","2004","Sep., 2004","2004/09",279,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2004","2004","Oct., 2004","2004/10",265,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2004","2004","Nov., 2004","2004/11",237,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2004","2004","Dec., 2004","2004/12",260,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2005","2005","Jan., 2005","2005/01",305,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2005","2005","Feb., 2005","2005/02",277,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2005","2005","Mar., 2005","2005/03",304,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2005","2005","Apr., 2005","2005/04",302,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2005","2005","May, 2005","2005/05",302,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2005","2005","Jun., 2005","2005/06",296,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2005","2005","Jul., 2005","2005/07",327,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2005","2005","Aug., 2005","2005/08",297,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2005","2005","Sep., 2005","2005/09",300,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2005","2005","Oct., 2005","2005/10",270,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2005","2005","Nov., 2005","2005/11",306,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2005","2005","Dec., 2005","2005/12",304,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2006","2006","Jan., 2006","2006/01",348,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2006","2006","Feb., 2006","2006/02",312,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2006","2006","Mar., 2006","2006/03",354,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2006","2006","Apr., 2006","2006/04",395,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2006","2006","May, 2006","2006/05",389,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2006","2006","Jun., 2006","2006/06",405,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2006","2006","Jul., 2006","2006/07",420,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2006","2006","Aug., 2006","2006/08",383,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2006","2006","Sep., 2006","2006/09",398,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2006","2006","Oct., 2006","2006/10",374,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2006","2006","Nov., 2006","2006/11",330,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2006","2006","Dec., 2006","2006/12",288,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","Jan., 2007","2007/01",351,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","Feb., 2007","2007/02",332,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","Mar., 2007","2007/03",397,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","Apr., 2007","2007/04",393,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","May, 2007","2007/05",393,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","Jun., 2007","2007/06",378,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","Jul., 2007","2007/07",379,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","Aug., 2007","2007/08",400,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","Sep., 2007","2007/09",344,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","Oct., 2007","2007/10",330,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","Nov., 2007","2007/11",353,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","Dec., 2007","2007/12",331,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","Jan., 2008","2008/01",351,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","Feb., 2008","2008/02",398,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","Mar., 2008","2008/03",375,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","Apr., 2008","2008/04",404,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","May, 2008","2008/05",414,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","Jun., 2008","2008/06",373,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","Jul., 2008","2008/07",371,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","Aug., 2008","2008/08",364,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","Sep., 2008","2008/09",346,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","Oct., 2008","2008/10",364,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","Nov., 2008","2008/11",376,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","Dec., 2008","2008/12",396,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","Jan., 2009","2009/01",349,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","Feb., 2009","2009/02",333,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","Mar., 2009","2009/03",329,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","Apr., 2009","2009/04",312,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","May, 2009","2009/05",338,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","Jun., 2009","2009/06",303,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","Jul., 2009","2009/07",348,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","Aug., 2009","2009/08",342,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","Sep., 2009","2009/09",361,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","Oct., 2009","2009/10",318,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","Nov., 2009","2009/11",331,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","Dec., 2009","2009/12",338,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","Jan., 2010","2010/01",363,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","Feb., 2010","2010/02",336,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","Mar., 2010","2010/03",412,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","Apr., 2010","2010/04",391,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","May, 2010","2010/05",430,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","Jun., 2010","2010/06",366,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","Jul., 2010","2010/07",355,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","Aug., 2010","2010/08",372,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","Sep., 2010","2010/09",361,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","Oct., 2010","2010/10",399,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","Nov., 2010","2010/11",398,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","Dec., 2010","2010/12",421,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2011","2011","Jan., 2011","2011/01",452,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2011","2011","Feb., 2011","2011/02",425,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2011","2011","Mar., 2011","2011/03",478,Not Applicable,Not Applicable
