"Notes","Census Region","Census Region Code","Year","Year Code","Month","Month Code","Single-Year Ages","Single-Year Ages Code",Deaths,Population,Crude Rate
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","13 years","13",10,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","14 years","14",15,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","15 years","15",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","16 years","16",24,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","17 years","17",31,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","18 years","18",24,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","19 years","19",43,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","20 years","20",34,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","21 years","21",47,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","22 years","22",23,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","23 years","23",34,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","24 years","24",33,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","25 years","25",38,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","26 years","26",50,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","27 years","27",43,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","28 years","28",47,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","29 years","29",47,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","30 years","30",51,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","31 years","31",53,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","32 years","32",93,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","33 years","33",65,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","34 years","34",76,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","35 years","35",109,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","36 years","36",97,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","37 years","37",102,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","38 years","38",118,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","39 years","39",123,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","40 years","40",138,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","41 years","41",122,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","42 years","42",172,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","43 years","43",163,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","44 years","44",189,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","45 years","45",208,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","46 years","46",206,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","47 years","47",225,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","48 years","48",211,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","49 years","49",206,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","50 years","50",256,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","51 years","51",269,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","52 years","52",299,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","53 years","53",241,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","54 years","54",285,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","55 years","55",328,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","56 years","56",357,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","57 years","57",332,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","58 years","58",356,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","59 years","59",343,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","60 years","60",399,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","61 years","61",410,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","62 years","62",397,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","63 years","63",524,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","64 years","64",545,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","65 years","65",498,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","66 years","66",571,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","67 years","67",678,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","68 years","68",767,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","69 years","69",838,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","70 years","70",894,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","71 years","71",976,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","72 years","72",964,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","73 years","73",1028,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","74 years","74",1157,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","75 years","75",1169,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","76 years","76",1243,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","77 years","77",1321,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","78 years","78",1396,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","79 years","79",1411,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","80 years","80",1369,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","81 years","81",1432,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","82 years","82",1545,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","83 years","83",1447,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","84 years","84",1521,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","85 years","85",1514,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","86 years","86",1495,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","87 years","87",1300,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","88 years","88",1328,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","89 years","89",1252,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","90 years","90",1135,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","91 years","91",1018,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","92 years","92",915,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","93 years","93",767,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","94 years","94",682,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","95 years","95",571,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","96 years","96",463,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","97 years","97",349,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","98 years","98",237,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","99 years","99",210,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","100+ years","100",383,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Mar., 1999","1999/03","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","< 1 year","0",354,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","1 year","1",22,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","2 years","2",14,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","3 years","3",18,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","4 years","4",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","5 years","5",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","6 years","6",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","7 years","7",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","8 years","8",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","9 years","9",13,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","10 years","10",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","11 years","11",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","12 years","12",Suppressed,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","13 years","13",10,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","14 years","14",14,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","15 years","15",15,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","16 years","16",19,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","17 years","17",25,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","18 years","18",42,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","19 years","19",36,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","20 years","20",31,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","21 years","21",43,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","22 years","22",39,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","23 years","23",44,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","24 years","24",40,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","25 years","25",34,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","26 years","26",49,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","27 years","27",39,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","28 years","28",42,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","29 years","29",49,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","30 years","30",50,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","31 years","31",60,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","32 years","32",65,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","33 years","33",75,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","34 years","34",66,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","35 years","35",81,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","36 years","36",96,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","37 years","37",115,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","38 years","38",118,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","39 years","39",99,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","40 years","40",130,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","41 years","41",157,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","42 years","42",148,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","43 years","43",151,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","44 years","44",173,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","45 years","45",181,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","1999","1999","Apr., 1999","1999/04","46 years","46",188,Not Applicable,Not Applicable
