"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Census Division","Census Division Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2000","2000",0,2035386,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2001","2001",Suppressed,1994555,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2002","2002",Suppressed,1992320,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2003","2003",Suppressed,1986617,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2004","2004",Suppressed,1986243,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2005","2005",0,1978217,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2006","2006",Suppressed,1951163,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2007","2007",Suppressed,1936370,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2008","2008",Suppressed,1937544,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2009","2009",Suppressed,1941355,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2010","2010",Suppressed,1947972,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2011","2011",Suppressed,1933586,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2012","2012",Suppressed,1933835,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2013","2013",Suppressed,1935731,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2014","2014",Suppressed,1946348,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2015","2015",Suppressed,1945400,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2016","2016",Suppressed,1916700,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2017","2017",Suppressed,1920039,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2018","2018",Suppressed,1898374,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2019","2019",Suppressed,1881514,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 2: Middle Atlantic","CENS-D2","2020","2020",Suppressed,1857847,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","1999","1999",Suppressed,2466068,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2000","2000",Suppressed,2464019,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2001","2001",Suppressed,2437266,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2002","2002",Suppressed,2448622,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2003","2003",Suppressed,2442689,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2004","2004",Suppressed,2435318,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2005","2005",Suppressed,2430857,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2006","2006",Suppressed,2399705,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2007","2007",Suppressed,2390199,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2008","2008",Suppressed,2390246,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2009","2009",Suppressed,2379601,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2010","2010",Suppressed,2375215,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2011","2011",Suppressed,2335699,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2012","2012",Suppressed,2306282,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2013","2013",Suppressed,2271383,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2014","2014",Suppressed,2256703,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2015","2015",Suppressed,2248741,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2016","2016",Suppressed,2248848,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2017","2017",Suppressed,2252111,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2018","2018",Suppressed,2243444,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2019","2019",Suppressed,2223090,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 3: East North Central","CENS-D3","2020","2020",Suppressed,2189287,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","1999","1999",Suppressed,1024423,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2000","2000",0,1029543,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2001","2001",0,1024403,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2002","2002",0,1031982,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2003","2003",Suppressed,1036023,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2004","2004",Suppressed,1044652,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2005","2005",Suppressed,1056487,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2006","2006",Suppressed,1062855,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2007","2007",0,1076191,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2008","2008",Suppressed,1092977,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2009","2009",Suppressed,1106864,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2010","2010",Suppressed,1117748,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2011","2011",0,1107296,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2012","2012",Suppressed,1098693,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2013","2013",Suppressed,1089526,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2014","2014",0,1089432,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2015","2015",Suppressed,1090919,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2016","2016",Suppressed,1097292,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2017","2017",0,1101243,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2018","2018",Suppressed,1101078,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2019","2019",Suppressed,1087591,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 4: West North Central","CENS-D4","2020","2020",Suppressed,1073991,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","1999","1999",Suppressed,2646476,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2000","2000",Suppressed,2674503,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2001","2001",Suppressed,2690531,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2002","2002",Suppressed,2762720,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2003","2003",Suppressed,2818640,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2004","2004",Suppressed,2873470,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2005","2005",Suppressed,2928793,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2006","2006",Suppressed,2944011,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2007","2007",11,2970813,Unreliable,0.2,0.7,0.1
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2008","2008",15,3007985,Unreliable,0.3,0.8,0.1
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2009","2009",Suppressed,3030680,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2010","2010",Suppressed,3027227,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2011","2011",10,3018553,Unreliable,0.2,0.6,0.1
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2012","2012",Suppressed,3000346,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2013","2013",Suppressed,2989091,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2014","2014",Suppressed,2992673,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2015","2015",10,2995686,Unreliable,0.2,0.6,0.1
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2016","2016",Suppressed,3014819,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2017","2017",Suppressed,3031512,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2018","2018",Suppressed,3042265,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2019","2019",14,3029736,Unreliable,0.3,0.8,0.1
,"1-4 years","1-4","Division 5: South Atlantic","CENS-D5","2020","2020",16,3009188,Unreliable,0.3,0.9,0.1
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","1999","1999",0,907727,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2000","2000",0,912536,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2001","2001",Suppressed,908812,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2002","2002",0,920343,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2003","2003",Suppressed,925488,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2004","2004",Suppressed,928624,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2005","2005",Suppressed,934302,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2006","2006",Suppressed,931814,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2007","2007",Suppressed,939448,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2008","2008",Suppressed,955599,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2009","2009",Suppressed,967280,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2010","2010",Suppressed,971572,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2011","2011",Suppressed,964255,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2012","2012",Suppressed,958176,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2013","2013",Suppressed,939030,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2014","2014",Suppressed,935170,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2015","2015",Suppressed,933024,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2016","2016",Suppressed,933209,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2017","2017",Suppressed,935956,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2018","2018",Suppressed,935518,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2019","2019",Suppressed,933702,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 6: East South Central","CENS-D6","2020","2020",Suppressed,927002,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","1999","1999",Suppressed,1869971,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2000","2000",0,1881498,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2001","2001",Suppressed,1893294,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2002","2002",Suppressed,1940458,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2003","2003",Suppressed,1983180,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2004","2004",Suppressed,2025824,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2005","2005",Suppressed,2061341,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2006","2006",Suppressed,2071571,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2007","2007",Suppressed,2096423,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2008","2008",Suppressed,2131740,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2009","2009",Suppressed,2161753,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2010","2010",Suppressed,2172469,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2011","2011",Suppressed,2186811,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2012","2012",Suppressed,2174823,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2013","2013",Suppressed,2172336,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2014","2014",Suppressed,2182142,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2015","2015",12,2200149,Unreliable,0.3,1.0,0.2
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2016","2016",Suppressed,2228534,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2017","2017",Suppressed,2243177,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2018","2018",0,2244243,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2019","2019",Suppressed,2215744,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 7: West South Central","CENS-D7","2020","2020",Suppressed,2185757,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 8: Mountain","CENS-D8","1999","1999",0,1055867,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 8: Mountain","CENS-D8","2000","2000",Suppressed,1074374,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 8: Mountain","CENS-D8","2001","2001",Suppressed,1091280,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 8: Mountain","CENS-D8","2002","2002",0,1121631,Unreliable,0.0,0.0,0.0
,"1-4 years","1-4","Division 8: Mountain","CENS-D8","2003","2003",Suppressed,1149920,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 8: Mountain","CENS-D8","2004","2004",Suppressed,1180162,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 8: Mountain","CENS-D8","2005","2005",Suppressed,1214753,Suppressed,Suppressed,Suppressed,Suppressed
,"1-4 years","1-4","Division 8: Mountain","CENS-D8","2006","2006",Suppressed,1246338,Suppressed,Suppressed,Suppressed,Suppressed
