Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,20-24 years,20-24,Female,F,180,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,20-24 years,20-24,Male,M,542,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,25-29 years,25-29,Female,F,286,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,25-29 years,25-29,Male,M,719,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,30-34 years,30-34,Female,F,367,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,30-34 years,30-34,Male,M,729,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,35-39 years,35-39,Female,F,435,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,35-39 years,35-39,Male,M,861,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,40-44 years,40-44,Female,F,578,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,40-44 years,40-44,Male,M,885,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,45-49 years,45-49,Female,F,946,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,45-49 years,45-49,Male,M,1389,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,50-54 years,50-54,Female,F,1448,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,50-54 years,50-54,Male,M,2153,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,15-19 years,15-19,Female,F,102,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,15-19 years,15-19,Male,M,341,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,20-24 years,20-24,Female,F,191,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,20-24 years,20-24,Male,M,563,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,25-29 years,25-29,Female,F,277,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,25-29 years,25-29,Male,M,688,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,30-34 years,30-34,Female,F,342,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,30-34 years,30-34,Male,M,781,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,35-39 years,35-39,Female,F,478,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,35-39 years,35-39,Male,M,874,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,40-44 years,40-44,Female,F,666,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,40-44 years,40-44,Male,M,922,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,45-49 years,45-49,Female,F,929,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,45-49 years,45-49,Male,M,1452,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,50-54 years,50-54,Female,F,1409,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,50-54 years,50-54,Male,M,2226,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,15-19 years,15-19,Female,F,102,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,15-19 years,15-19,Male,M,282,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,20-24 years,20-24,Female,F,168,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,20-24 years,20-24,Male,M,542,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,25-29 years,25-29,Female,F,293,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,25-29 years,25-29,Male,M,714,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,30-34 years,30-34,Female,F,385,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,30-34 years,30-34,Male,M,792,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,35-39 years,35-39,Female,F,470,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,35-39 years,35-39,Male,M,857,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,40-44 years,40-44,Female,F,610,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,40-44 years,40-44,Male,M,958,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,45-49 years,45-49,Female,F,933,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,45-49 years,45-49,Male,M,1470,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,50-54 years,50-54,Female,F,1393,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,50-54 years,50-54,Male,M,2275,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,15-19 years,15-19,Female,F,101,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,15-19 years,15-19,Male,M,252,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,20-24 years,20-24,Female,F,192,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,20-24 years,20-24,Male,M,521,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,25-29 years,25-29,Female,F,265,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,25-29 years,25-29,Male,M,661,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,30-34 years,30-34,Female,F,336,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,30-34 years,30-34,Male,M,729,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,35-39 years,35-39,Female,F,456,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,35-39 years,35-39,Male,M,790,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,40-44 years,40-44,Female,F,622,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,40-44 years,40-44,Male,M,958,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,45-49 years,45-49,Female,F,898,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,45-49 years,45-49,Male,M,1410,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,50-54 years,50-54,Female,F,1359,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,50-54 years,50-54,Male,M,2190,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,15-19 years,15-19,Female,F,116,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,15-19 years,15-19,Male,M,313,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,20-24 years,20-24,Female,F,184,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,20-24 years,20-24,Male,M,537,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,25-29 years,25-29,Female,F,280,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,25-29 years,25-29,Male,M,678,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,30-34 years,30-34,Female,F,353,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,30-34 years,30-34,Male,M,768,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,35-39 years,35-39,Female,F,467,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,35-39 years,35-39,Male,M,872,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,40-44 years,40-44,Female,F,583,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,40-44 years,40-44,Male,M,939,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,45-49 years,45-49,Female,F,909,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,45-49 years,45-49,Male,M,1412,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,50-54 years,50-54,Female,F,1504,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Oct., 2017",2017/10,50-54 years,50-54,Male,M,2224,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,15-19 years,15-19,Female,F,99,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,15-19 years,15-19,Male,M,255,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,20-24 years,20-24,Female,F,177,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,20-24 years,20-24,Male,M,511,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,25-29 years,25-29,Female,F,306,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,25-29 years,25-29,Male,M,672,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,30-34 years,30-34,Female,F,337,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,30-34 years,30-34,Male,M,756,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,35-39 years,35-39,Female,F,506,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,35-39 years,35-39,Male,M,801,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,40-44 years,40-44,Female,F,591,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,40-44 years,40-44,Male,M,974,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,45-49 years,45-49,Female,F,889,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,45-49 years,45-49,Male,M,1392,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,50-54 years,50-54,Female,F,1373,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Nov., 2017",2017/11,50-54 years,50-54,Male,M,2120,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,15-19 years,15-19,Female,F,124,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,15-19 years,15-19,Male,M,271,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,20-24 years,20-24,Female,F,219,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,20-24 years,20-24,Male,M,547,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,25-29 years,25-29,Female,F,324,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,25-29 years,25-29,Male,M,659,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,30-34 years,30-34,Female,F,387,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,30-34 years,30-34,Male,M,775,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,35-39 years,35-39,Female,F,521,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,35-39 years,35-39,Male,M,883,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,40-44 years,40-44,Female,F,618,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,40-44 years,40-44,Male,M,988,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,45-49 years,45-49,Female,F,1007,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,45-49 years,45-49,Male,M,1570,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,50-54 years,50-54,Female,F,1643,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Dec., 2017",2017/12,50-54 years,50-54,Male,M,2359,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,15-19 years,15-19,Female,F,121,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,15-19 years,15-19,Male,M,280,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,20-24 years,20-24,Female,F,196,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,20-24 years,20-24,Male,M,509,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,25-29 years,25-29,Female,F,292,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,25-29 years,25-29,Male,M,717,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,30-34 years,30-34,Female,F,423,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,30-34 years,30-34,Male,M,725,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,35-39 years,35-39,Female,F,533,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,35-39 years,35-39,Male,M,879,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,40-44 years,40-44,Female,F,645,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,40-44 years,40-44,Male,M,1045,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,45-49 years,45-49,Female,F,1069,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,45-49 years,45-49,Male,M,1626,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,50-54 years,50-54,Female,F,1674,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jan., 2018",2018/01,50-54 years,50-54,Male,M,2521,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,15-19 years,15-19,Female,F,95,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,15-19 years,15-19,Male,M,250,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,20-24 years,20-24,Female,F,163,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,20-24 years,20-24,Male,M,465,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,25-29 years,25-29,Female,F,245,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,25-29 years,25-29,Male,M,593,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,30-34 years,30-34,Female,F,377,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,30-34 years,30-34,Male,M,665,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,35-39 years,35-39,Female,F,463,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,35-39 years,35-39,Male,M,829,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,40-44 years,40-44,Female,F,602,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,40-44 years,40-44,Male,M,924,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,45-49 years,45-49,Female,F,890,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,45-49 years,45-49,Male,M,1427,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,50-54 years,50-54,Female,F,1483,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Feb., 2018",2018/02,50-54 years,50-54,Male,M,2076,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,15-19 years,15-19,Female,F,108,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,15-19 years,15-19,Male,M,236,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,20-24 years,20-24,Female,F,166,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,20-24 years,20-24,Male,M,496,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,25-29 years,25-29,Female,F,259,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,25-29 years,25-29,Male,M,672,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,30-34 years,30-34,Female,F,366,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,30-34 years,30-34,Male,M,774,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,35-39 years,35-39,Female,F,456,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,35-39 years,35-39,Male,M,820,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,40-44 years,40-44,Female,F,584,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,40-44 years,40-44,Male,M,974,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,45-49 years,45-49,Female,F,915,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,45-49 years,45-49,Male,M,1537,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,50-54 years,50-54,Female,F,1453,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Mar., 2018",2018/03,50-54 years,50-54,Male,M,2277,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,15-19 years,15-19,Female,F,110,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,15-19 years,15-19,Male,M,261,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,20-24 years,20-24,Female,F,161,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,20-24 years,20-24,Male,M,490,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,25-29 years,25-29,Female,F,291,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,25-29 years,25-29,Male,M,680,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,30-34 years,30-34,Female,F,313,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,30-34 years,30-34,Male,M,696,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,35-39 years,35-39,Female,F,436,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,35-39 years,35-39,Male,M,808,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,40-44 years,40-44,Female,F,565,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,40-44 years,40-44,Male,M,920,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,45-49 years,45-49,Female,F,960,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,45-49 years,45-49,Male,M,1418,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,50-54 years,50-54,Female,F,1424,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Apr., 2018",2018/04,50-54 years,50-54,Male,M,2060,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,15-19 years,15-19,Female,F,103,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,15-19 years,15-19,Male,M,304,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,20-24 years,20-24,Female,F,197,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,20-24 years,20-24,Male,M,544,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,25-29 years,25-29,Female,F,272,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,25-29 years,25-29,Male,M,679,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,30-34 years,30-34,Female,F,384,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,30-34 years,30-34,Male,M,746,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,35-39 years,35-39,Female,F,500,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,35-39 years,35-39,Male,M,868,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,40-44 years,40-44,Female,F,620,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,40-44 years,40-44,Male,M,964,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,45-49 years,45-49,Female,F,869,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,45-49 years,45-49,Male,M,1413,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,50-54 years,50-54,Female,F,1396,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"May, 2018",2018/05,50-54 years,50-54,Male,M,2169,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,15-19 years,15-19,Female,F,116,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,15-19 years,15-19,Male,M,283,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,20-24 years,20-24,Female,F,176,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,20-24 years,20-24,Male,M,548,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,25-29 years,25-29,Female,F,239,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,25-29 years,25-29,Male,M,698,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,30-34 years,30-34,Female,F,346,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,30-34 years,30-34,Male,M,744,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,35-39 years,35-39,Female,F,459,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,35-39 years,35-39,Male,M,930,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,40-44 years,40-44,Female,F,580,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,40-44 years,40-44,Male,M,969,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,45-49 years,45-49,Female,F,852,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,45-49 years,45-49,Male,M,1388,Not Applicable,Not Applicable
