Notes,Census Division,Census Division Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Division 1: New England,CENS-D1,2010,2010,"Dec., 2010",2010/12,40-44 years,40-44,Female,F,52,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2010,2010,"Dec., 2010",2010/12,40-44 years,40-44,Male,M,92,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2010,2010,"Dec., 2010",2010/12,45-49 years,45-49,Female,F,100,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2010,2010,"Dec., 2010",2010/12,45-49 years,45-49,Male,M,132,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2010,2010,"Dec., 2010",2010/12,50-54 years,50-54,Female,F,145,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2010,2010,"Dec., 2010",2010/12,50-54 years,50-54,Male,M,263,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,15-19 years,15-19,Female,F,40,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,15-19 years,15-19,Male,M,83,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,20-24 years,20-24,Female,F,41,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,20-24 years,20-24,Male,M,143,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,25-29 years,25-29,Female,F,51,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,25-29 years,25-29,Male,M,134,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,30-34 years,30-34,Female,F,86,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,30-34 years,30-34,Male,M,155,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,35-39 years,35-39,Female,F,128,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,35-39 years,35-39,Male,M,267,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,40-44 years,40-44,Female,F,255,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,40-44 years,40-44,Male,M,358,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,45-49 years,45-49,Female,F,384,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,45-49 years,45-49,Male,M,538,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,50-54 years,50-54,Female,F,430,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jan., 2004",2004/01,50-54 years,50-54,Male,M,772,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,15-19 years,15-19,Female,F,36,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,15-19 years,15-19,Male,M,76,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,20-24 years,20-24,Female,F,32,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,20-24 years,20-24,Male,M,109,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,25-29 years,25-29,Female,F,49,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,25-29 years,25-29,Male,M,112,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,30-34 years,30-34,Female,F,55,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,30-34 years,30-34,Male,M,138,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,35-39 years,35-39,Female,F,129,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,35-39 years,35-39,Male,M,223,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,40-44 years,40-44,Female,F,212,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,40-44 years,40-44,Male,M,350,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,45-49 years,45-49,Female,F,339,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,45-49 years,45-49,Male,M,463,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,50-54 years,50-54,Female,F,431,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Feb., 2004",2004/02,50-54 years,50-54,Male,M,616,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,15-19 years,15-19,Female,F,32,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,15-19 years,15-19,Male,M,63,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,20-24 years,20-24,Female,F,51,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,20-24 years,20-24,Male,M,119,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,25-29 years,25-29,Female,F,49,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,25-29 years,25-29,Male,M,120,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,30-34 years,30-34,Female,F,78,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,30-34 years,30-34,Male,M,143,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,35-39 years,35-39,Female,F,118,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,35-39 years,35-39,Male,M,194,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,40-44 years,40-44,Female,F,224,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,40-44 years,40-44,Male,M,355,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,45-49 years,45-49,Female,F,325,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,45-49 years,45-49,Male,M,531,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,50-54 years,50-54,Female,F,418,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Mar., 2004",2004/03,50-54 years,50-54,Male,M,695,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,15-19 years,15-19,Female,F,28,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,15-19 years,15-19,Male,M,75,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,20-24 years,20-24,Female,F,32,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,20-24 years,20-24,Male,M,133,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,25-29 years,25-29,Female,F,44,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,25-29 years,25-29,Male,M,123,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,30-34 years,30-34,Female,F,67,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,30-34 years,30-34,Male,M,131,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,35-39 years,35-39,Female,F,125,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,35-39 years,35-39,Male,M,209,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,40-44 years,40-44,Female,F,201,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,40-44 years,40-44,Male,M,336,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,45-49 years,45-49,Female,F,312,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,45-49 years,45-49,Male,M,549,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,50-54 years,50-54,Female,F,377,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Apr., 2004",2004/04,50-54 years,50-54,Male,M,662,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,15-19 years,15-19,Female,F,36,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,15-19 years,15-19,Male,M,90,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,20-24 years,20-24,Female,F,44,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,20-24 years,20-24,Male,M,145,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,25-29 years,25-29,Female,F,48,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,25-29 years,25-29,Male,M,106,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,30-34 years,30-34,Female,F,71,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,30-34 years,30-34,Male,M,146,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,35-39 years,35-39,Female,F,126,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,35-39 years,35-39,Male,M,193,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,40-44 years,40-44,Female,F,223,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,40-44 years,40-44,Male,M,352,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,45-49 years,45-49,Female,F,315,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,45-49 years,45-49,Male,M,502,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,50-54 years,50-54,Female,F,412,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"May, 2004",2004/05,50-54 years,50-54,Male,M,646,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,15-19 years,15-19,Female,F,33,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,15-19 years,15-19,Male,M,102,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,20-24 years,20-24,Female,F,44,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,20-24 years,20-24,Male,M,143,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,25-29 years,25-29,Female,F,57,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,25-29 years,25-29,Male,M,111,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,30-34 years,30-34,Female,F,69,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,30-34 years,30-34,Male,M,137,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,35-39 years,35-39,Female,F,107,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,35-39 years,35-39,Male,M,204,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,40-44 years,40-44,Female,F,216,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,40-44 years,40-44,Male,M,331,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,45-49 years,45-49,Female,F,320,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,45-49 years,45-49,Male,M,465,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,50-54 years,50-54,Female,F,374,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jun., 2004",2004/06,50-54 years,50-54,Male,M,613,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,15-19 years,15-19,Female,F,36,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,15-19 years,15-19,Male,M,114,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,20-24 years,20-24,Female,F,43,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,20-24 years,20-24,Male,M,178,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,25-29 years,25-29,Female,F,55,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,25-29 years,25-29,Male,M,165,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,30-34 years,30-34,Female,F,68,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,30-34 years,30-34,Male,M,134,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,35-39 years,35-39,Female,F,127,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,35-39 years,35-39,Male,M,198,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,40-44 years,40-44,Female,F,222,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,40-44 years,40-44,Male,M,350,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,45-49 years,45-49,Female,F,291,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,45-49 years,45-49,Male,M,503,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,50-54 years,50-54,Female,F,392,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Jul., 2004",2004/07,50-54 years,50-54,Male,M,704,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,15-19 years,15-19,Female,F,32,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,15-19 years,15-19,Male,M,104,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,20-24 years,20-24,Female,F,54,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,20-24 years,20-24,Male,M,160,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,25-29 years,25-29,Female,F,53,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,25-29 years,25-29,Male,M,144,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,30-34 years,30-34,Female,F,74,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,30-34 years,30-34,Male,M,149,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,35-39 years,35-39,Female,F,128,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,35-39 years,35-39,Male,M,200,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,40-44 years,40-44,Female,F,187,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,40-44 years,40-44,Male,M,328,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,45-49 years,45-49,Female,F,313,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,45-49 years,45-49,Male,M,503,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,50-54 years,50-54,Female,F,377,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Aug., 2004",2004/08,50-54 years,50-54,Male,M,638,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,15-19 years,15-19,Female,F,40,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,15-19 years,15-19,Male,M,87,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,20-24 years,20-24,Female,F,31,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,20-24 years,20-24,Male,M,128,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,25-29 years,25-29,Female,F,45,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,25-29 years,25-29,Male,M,125,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,30-34 years,30-34,Female,F,63,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,30-34 years,30-34,Male,M,142,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,35-39 years,35-39,Female,F,123,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,35-39 years,35-39,Male,M,216,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,40-44 years,40-44,Female,F,240,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,40-44 years,40-44,Male,M,350,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,45-49 years,45-49,Female,F,309,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,45-49 years,45-49,Male,M,451,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,50-54 years,50-54,Female,F,414,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Sep., 2004",2004/09,50-54 years,50-54,Male,M,649,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,15-19 years,15-19,Female,F,37,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,15-19 years,15-19,Male,M,82,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,20-24 years,20-24,Female,F,41,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,20-24 years,20-24,Male,M,138,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,25-29 years,25-29,Female,F,53,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,25-29 years,25-29,Male,M,129,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,30-34 years,30-34,Female,F,76,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,30-34 years,30-34,Male,M,127,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,35-39 years,35-39,Female,F,136,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,35-39 years,35-39,Male,M,214,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,40-44 years,40-44,Female,F,235,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,40-44 years,40-44,Male,M,335,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,45-49 years,45-49,Female,F,342,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,45-49 years,45-49,Male,M,547,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,50-54 years,50-54,Female,F,434,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Oct., 2004",2004/10,50-54 years,50-54,Male,M,672,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,15-19 years,15-19,Female,F,41,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,15-19 years,15-19,Male,M,69,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,20-24 years,20-24,Female,F,32,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,20-24 years,20-24,Male,M,133,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,25-29 years,25-29,Female,F,42,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,25-29 years,25-29,Male,M,119,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,30-34 years,30-34,Female,F,64,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,30-34 years,30-34,Male,M,134,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,35-39 years,35-39,Female,F,123,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,35-39 years,35-39,Male,M,228,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,40-44 years,40-44,Female,F,206,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,40-44 years,40-44,Male,M,355,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,45-49 years,45-49,Female,F,290,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,45-49 years,45-49,Male,M,484,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,50-54 years,50-54,Female,F,407,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Nov., 2004",2004/11,50-54 years,50-54,Male,M,662,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,15-19 years,15-19,Female,F,30,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,15-19 years,15-19,Male,M,92,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,20-24 years,20-24,Female,F,35,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,20-24 years,20-24,Male,M,133,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,25-29 years,25-29,Female,F,44,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,25-29 years,25-29,Male,M,151,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,30-34 years,30-34,Female,F,76,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,30-34 years,30-34,Male,M,150,Not Applicable,Not Applicable
,Division 2: Middle Atlantic,CENS-D2,2004,2004,"Dec., 2004",2004/12,35-39 years,35-39,Female,F,135,Not Applicable,Not Applicable
