"Notes","Census Region","Census Region Code","Year","Year Code","Single-Year Ages","Single-Year Ages Code",Deaths,Population,Crude Rate
,"Census Region 1: Northeast","CENS-R1","2002","2002","22 years","22",559,695584,80.4
,"Census Region 1: Northeast","CENS-R1","2002","2002","23 years","23",567,670698,84.5
,"Census Region 1: Northeast","CENS-R1","2002","2002","24 years","24",561,667829,84.0
,"Census Region 1: Northeast","CENS-R1","2002","2002","25 years","25",502,672497,74.6
,"Census Region 1: Northeast","CENS-R1","2002","2002","26 years","26",558,652207,85.6
,"Census Region 1: Northeast","CENS-R1","2002","2002","27 years","27",522,664218,78.6
,"Census Region 1: Northeast","CENS-R1","2002","2002","28 years","28",574,651642,88.1
,"Census Region 1: Northeast","CENS-R1","2002","2002","29 years","29",568,673715,84.3
,"Census Region 1: Northeast","CENS-R1","2002","2002","30 years","30",676,720877,93.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","31 years","31",688,772105,89.1
,"Census Region 1: Northeast","CENS-R1","2002","2002","32 years","32",747,808861,92.4
,"Census Region 1: Northeast","CENS-R1","2002","2002","33 years","33",784,769827,101.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","34 years","34",857,773737,110.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","35 years","35",933,789052,118.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","36 years","36",1149,819483,140.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","37 years","37",1249,870678,143.5
,"Census Region 1: Northeast","CENS-R1","2002","2002","38 years","38",1404,880229,159.5
,"Census Region 1: Northeast","CENS-R1","2002","2002","39 years","39",1487,873832,170.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","40 years","40",1667,877366,190.0
,"Census Region 1: Northeast","CENS-R1","2002","2002","41 years","41",1787,894484,199.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","42 years","42",1956,912730,214.3
,"Census Region 1: Northeast","CENS-R1","2002","2002","43 years","43",2076,882143,235.3
,"Census Region 1: Northeast","CENS-R1","2002","2002","44 years","44",2310,877810,263.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","45 years","45",2301,862328,266.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","46 years","46",2508,830786,301.9
,"Census Region 1: Northeast","CENS-R1","2002","2002","47 years","47",2687,835021,321.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","48 years","48",2792,793558,351.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","49 years","49",2881,773490,372.5
,"Census Region 1: Northeast","CENS-R1","2002","2002","50 years","50",3110,747924,415.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","51 years","51",3229,735070,439.3
,"Census Region 1: Northeast","CENS-R1","2002","2002","52 years","52",3356,734736,456.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","53 years","53",3625,709138,511.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","54 years","54",3862,712296,542.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","55 years","55",4311,752085,573.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","56 years","56",3691,559331,659.9
,"Census Region 1: Northeast","CENS-R1","2002","2002","57 years","57",3997,549650,727.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","58 years","58",4258,545366,780.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","59 years","59",4878,579460,841.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","60 years","60",4702,497204,945.7
,"Census Region 1: Northeast","CENS-R1","2002","2002","61 years","61",4565,458016,996.7
,"Census Region 1: Northeast","CENS-R1","2002","2002","62 years","62",4944,446927,1106.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","63 years","63",5152,423689,1216.0
,"Census Region 1: Northeast","CENS-R1","2002","2002","64 years","64",5477,417977,1310.4
,"Census Region 1: Northeast","CENS-R1","2002","2002","65 years","65",5724,393986,1452.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","66 years","66",5969,385536,1548.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","67 years","67",6508,387522,1679.4
,"Census Region 1: Northeast","CENS-R1","2002","2002","68 years","68",6844,357653,1913.6
,"Census Region 1: Northeast","CENS-R1","2002","2002","69 years","69",7616,360679,2111.6
,"Census Region 1: Northeast","CENS-R1","2002","2002","70 years","70",8112,360888,2247.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","71 years","71",9038,362154,2495.6
,"Census Region 1: Northeast","CENS-R1","2002","2002","72 years","72",9598,368620,2603.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","73 years","73",10431,351548,2967.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","74 years","74",11427,351853,3247.7
,"Census Region 1: Northeast","CENS-R1","2002","2002","75 years","75",12241,339520,3605.4
,"Census Region 1: Northeast","CENS-R1","2002","2002","76 years","76",12699,328586,3864.7
,"Census Region 1: Northeast","CENS-R1","2002","2002","77 years","77",13615,323466,4209.1
,"Census Region 1: Northeast","CENS-R1","2002","2002","78 years","78",14258,304477,4682.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","79 years","79",14694,284752,5160.3
,"Census Region 1: Northeast","CENS-R1","2002","2002","80 years","80",15429,269782,5719.1
,"Census Region 1: Northeast","CENS-R1","2002","2002","81 years","81",16109,255624,6301.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","82 years","82",16194,235589,6873.8
,"Census Region 1: Northeast","CENS-R1","2002","2002","83 years","83",15431,199750,7725.2
,"Census Region 1: Northeast","CENS-R1","2002","2002","84 years","84",16111,189152,8517.5
,"Census Region 1: Northeast","CENS-R1","2002","2002","85 years","85",15766,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","86 years","86",15775,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","87 years","87",15227,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","88 years","88",14478,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","89 years","89",13757,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","90 years","90",12372,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","91 years","91",11414,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","92 years","92",10270,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","93 years","93",8736,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","94 years","94",7740,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","95 years","95",6034,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","96 years","96",4810,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","97 years","97",3820,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","98 years","98",2896,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2002","2002","99 years","99",2221,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","1 year","1",220,662947,33.2
,"Census Region 1: Northeast","CENS-R1","2003","2003","2 years","2",181,674806,26.8
,"Census Region 1: Northeast","CENS-R1","2003","2003","3 years","3",114,664861,17.1
,"Census Region 1: Northeast","CENS-R1","2003","2003","4 years","4",105,663881,15.8
,"Census Region 1: Northeast","CENS-R1","2003","2003","5 years","5",87,671713,13.0
,"Census Region 1: Northeast","CENS-R1","2003","2003","6 years","6",80,680060,11.8
,"Census Region 1: Northeast","CENS-R1","2003","2003","7 years","7",102,702140,14.5
,"Census Region 1: Northeast","CENS-R1","2003","2003","8 years","8",81,718845,11.3
,"Census Region 1: Northeast","CENS-R1","2003","2003","9 years","9",81,727068,11.1
,"Census Region 1: Northeast","CENS-R1","2003","2003","10 years","10",101,757230,13.3
,"Census Region 1: Northeast","CENS-R1","2003","2003","11 years","11",92,764877,12.0
,"Census Region 1: Northeast","CENS-R1","2003","2003","12 years","12",96,784934,12.2
,"Census Region 1: Northeast","CENS-R1","2003","2003","13 years","13",131,802742,16.3
,"Census Region 1: Northeast","CENS-R1","2003","2003","14 years","14",139,770300,18.0
,"Census Region 1: Northeast","CENS-R1","2003","2003","15 years","15",179,760362,23.5
,"Census Region 1: Northeast","CENS-R1","2003","2003","16 years","16",292,748951,39.0
,"Census Region 1: Northeast","CENS-R1","2003","2003","17 years","17",397,745704,53.2
,"Census Region 1: Northeast","CENS-R1","2003","2003","18 years","18",490,759201,64.5
,"Census Region 1: Northeast","CENS-R1","2003","2003","19 years","19",531,740112,71.7
,"Census Region 1: Northeast","CENS-R1","2003","2003","20 years","20",571,735117,77.7
,"Census Region 1: Northeast","CENS-R1","2003","2003","21 years","21",607,710636,85.4
,"Census Region 1: Northeast","CENS-R1","2003","2003","22 years","22",643,695239,92.5
,"Census Region 1: Northeast","CENS-R1","2003","2003","23 years","23",577,694583,83.1
,"Census Region 1: Northeast","CENS-R1","2003","2003","24 years","24",569,680349,83.6
,"Census Region 1: Northeast","CENS-R1","2003","2003","25 years","25",568,685112,82.9
,"Census Region 1: Northeast","CENS-R1","2003","2003","26 years","26",539,673257,80.1
,"Census Region 1: Northeast","CENS-R1","2003","2003","27 years","27",562,656785,85.6
,"Census Region 1: Northeast","CENS-R1","2003","2003","28 years","28",512,670553,76.4
,"Census Region 1: Northeast","CENS-R1","2003","2003","29 years","29",595,652316,91.2
,"Census Region 1: Northeast","CENS-R1","2003","2003","30 years","30",598,682510,87.6
,"Census Region 1: Northeast","CENS-R1","2003","2003","31 years","31",627,713746,87.8
,"Census Region 1: Northeast","CENS-R1","2003","2003","32 years","32",715,774228,92.4
,"Census Region 1: Northeast","CENS-R1","2003","2003","33 years","33",811,805590,100.7
,"Census Region 1: Northeast","CENS-R1","2003","2003","34 years","34",842,770479,109.3
,"Census Region 1: Northeast","CENS-R1","2003","2003","35 years","35",922,777882,118.5
,"Census Region 1: Northeast","CENS-R1","2003","2003","36 years","36",1014,786340,129.0
,"Census Region 1: Northeast","CENS-R1","2003","2003","37 years","37",1109,815790,135.9
,"Census Region 1: Northeast","CENS-R1","2003","2003","38 years","38",1276,869401,146.8
,"Census Region 1: Northeast","CENS-R1","2003","2003","39 years","39",1384,878399,157.6
,"Census Region 1: Northeast","CENS-R1","2003","2003","40 years","40",1538,871653,176.4
,"Census Region 1: Northeast","CENS-R1","2003","2003","41 years","41",1667,876421,190.2
,"Census Region 1: Northeast","CENS-R1","2003","2003","42 years","42",1911,891350,214.4
,"Census Region 1: Northeast","CENS-R1","2003","2003","43 years","43",2019,910400,221.8
,"Census Region 1: Northeast","CENS-R1","2003","2003","44 years","44",2230,877708,254.1
,"Census Region 1: Northeast","CENS-R1","2003","2003","45 years","45",2350,872717,269.3
,"Census Region 1: Northeast","CENS-R1","2003","2003","46 years","46",2556,859510,297.4
,"Census Region 1: Northeast","CENS-R1","2003","2003","47 years","47",2720,827847,328.6
,"Census Region 1: Northeast","CENS-R1","2003","2003","48 years","48",2907,829634,350.4
,"Census Region 1: Northeast","CENS-R1","2003","2003","49 years","49",2969,790215,375.7
,"Census Region 1: Northeast","CENS-R1","2003","2003","50 years","50",3115,767264,406.0
,"Census Region 1: Northeast","CENS-R1","2003","2003","51 years","51",3204,746453,429.2
,"Census Region 1: Northeast","CENS-R1","2003","2003","52 years","52",3318,729567,454.8
,"Census Region 1: Northeast","CENS-R1","2003","2003","53 years","53",3583,731288,490.0
,"Census Region 1: Northeast","CENS-R1","2003","2003","54 years","54",3781,704775,536.5
,"Census Region 1: Northeast","CENS-R1","2003","2003","55 years","55",4143,703399,589.0
,"Census Region 1: Northeast","CENS-R1","2003","2003","56 years","56",4529,747501,605.9
,"Census Region 1: Northeast","CENS-R1","2003","2003","57 years","57",3902,552741,705.9
,"Census Region 1: Northeast","CENS-R1","2003","2003","58 years","58",4106,544126,754.6
,"Census Region 1: Northeast","CENS-R1","2003","2003","59 years","59",4553,537381,847.3
,"Census Region 1: Northeast","CENS-R1","2003","2003","60 years","60",5185,569672,910.2
,"Census Region 1: Northeast","CENS-R1","2003","2003","61 years","61",5077,492496,1030.9
,"Census Region 1: Northeast","CENS-R1","2003","2003","62 years","62",4876,450253,1082.9
,"Census Region 1: Northeast","CENS-R1","2003","2003","63 years","63",5006,439074,1140.1
,"Census Region 1: Northeast","CENS-R1","2003","2003","64 years","64",5537,415865,1331.4
,"Census Region 1: Northeast","CENS-R1","2003","2003","65 years","65",5765,410683,1403.8
,"Census Region 1: Northeast","CENS-R1","2003","2003","66 years","66",5828,385809,1510.6
,"Census Region 1: Northeast","CENS-R1","2003","2003","67 years","67",6399,378109,1692.4
,"Census Region 1: Northeast","CENS-R1","2003","2003","68 years","68",6706,379443,1767.3
,"Census Region 1: Northeast","CENS-R1","2003","2003","69 years","69",7124,349039,2041.0
,"Census Region 1: Northeast","CENS-R1","2003","2003","70 years","70",7802,350723,2224.5
,"Census Region 1: Northeast","CENS-R1","2003","2003","71 years","71",8322,352581,2360.3
,"Census Region 1: Northeast","CENS-R1","2003","2003","72 years","72",9264,351363,2636.6
,"Census Region 1: Northeast","CENS-R1","2003","2003","73 years","73",10179,358342,2840.6
,"Census Region 1: Northeast","CENS-R1","2003","2003","74 years","74",10742,339119,3167.6
,"Census Region 1: Northeast","CENS-R1","2003","2003","75 years","75",11872,337484,3517.8
,"Census Region 1: Northeast","CENS-R1","2003","2003","76 years","76",12611,328286,3841.5
,"Census Region 1: Northeast","CENS-R1","2003","2003","77 years","77",13062,314569,4152.3
,"Census Region 1: Northeast","CENS-R1","2003","2003","78 years","78",13915,309132,4501.3
,"Census Region 1: Northeast","CENS-R1","2003","2003","79 years","79",14582,289659,5034.2
,"Census Region 1: Northeast","CENS-R1","2003","2003","80 years","80",15019,268104,5601.9
,"Census Region 1: Northeast","CENS-R1","2003","2003","81 years","81",15745,254802,6179.3
,"Census Region 1: Northeast","CENS-R1","2003","2003","82 years","82",16197,238794,6782.8
,"Census Region 1: Northeast","CENS-R1","2003","2003","83 years","83",16322,219098,7449.6
,"Census Region 1: Northeast","CENS-R1","2003","2003","84 years","84",15695,183344,8560.4
,"Census Region 1: Northeast","CENS-R1","2003","2003","85 years","85",15842,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","86 years","86",15653,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","87 years","87",14946,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","88 years","88",14697,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","89 years","89",13876,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","90 years","90",12673,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","91 years","91",11551,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","92 years","92",10233,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","93 years","93",8773,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","94 years","94",7418,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","95 years","95",6386,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","96 years","96",5064,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","97 years","97",3686,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","98 years","98",2877,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2003","2003","99 years","99",2128,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2004","2004","1 year","1",225,662163,34.0
,"Census Region 1: Northeast","CENS-R1","2004","2004","2 years","2",155,659600,23.5
,"Census Region 1: Northeast","CENS-R1","2004","2004","3 years","3",109,672536,16.2
,"Census Region 1: Northeast","CENS-R1","2004","2004","4 years","4",104,665690,15.6
