Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Sep., 1999",1999/09,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Sep., 1999",1999/09,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Sep., 1999",1999/09,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Sep., 1999",1999/09,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Sep., 1999",1999/09,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Sep., 1999",1999/09,85-89 years,85-89,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Sep., 1999",1999/09,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Sep., 1999",1999/09,95-99 years,95-99,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Sep., 1999",1999/09,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Sep., 1999",1999/09,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,15-19 years,15-19,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,20-24 years,20-24,20,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,25-29 years,25-29,23,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,30-34 years,30-34,35,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,35-39 years,35-39,53,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,40-44 years,40-44,65,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,45-49 years,45-49,45,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,50-54 years,50-54,21,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,55-59 years,55-59,11,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,95-99 years,95-99,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,100+ years,100+,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Oct., 1999",1999/10,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,15-19 years,15-19,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,20-24 years,20-24,22,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,25-29 years,25-29,21,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,30-34 years,30-34,33,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,35-39 years,35-39,57,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,40-44 years,40-44,58,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,45-49 years,45-49,33,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,50-54 years,50-54,15,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,55-59 years,55-59,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Nov., 1999",1999/11,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,15-19 years,15-19,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,20-24 years,20-24,23,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,25-29 years,25-29,21,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,30-34 years,30-34,34,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,35-39 years,35-39,59,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,40-44 years,40-44,65,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,45-49 years,45-49,42,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,50-54 years,50-54,26,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,55-59 years,55-59,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,1999,1999,"Dec., 1999",1999/12,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,15-19 years,15-19,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,20-24 years,20-24,17,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,25-29 years,25-29,30,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,30-34 years,30-34,41,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,35-39 years,35-39,54,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,40-44 years,40-44,77,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,45-49 years,45-49,58,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,50-54 years,50-54,33,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,55-59 years,55-59,15,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Jan., 2000",2000/01,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,< 1 year,1,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,10-14 years,10-14,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,15-19 years,15-19,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,20-24 years,20-24,19,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,25-29 years,25-29,22,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,30-34 years,30-34,47,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,35-39 years,35-39,64,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,40-44 years,40-44,70,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,45-49 years,45-49,44,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,50-54 years,50-54,27,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,55-59 years,55-59,10,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,95-99 years,95-99,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Feb., 2000",2000/02,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,15-19 years,15-19,10,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,20-24 years,20-24,26,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,25-29 years,25-29,23,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,30-34 years,30-34,47,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,35-39 years,35-39,57,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,40-44 years,40-44,67,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,45-49 years,45-49,60,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,50-54 years,50-54,32,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,55-59 years,55-59,12,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,95-99 years,95-99,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Mar., 2000",2000/03,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,15-19 years,15-19,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,20-24 years,20-24,25,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,25-29 years,25-29,26,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,30-34 years,30-34,39,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,35-39 years,35-39,65,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,40-44 years,40-44,70,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,45-49 years,45-49,47,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,50-54 years,50-54,24,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,55-59 years,55-59,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,60-64 years,60-64,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,70-74 years,70-74,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2000,2000,"Apr., 2000",2000/04,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
